,ids,kw
0,4001,"['学习', '分类器', '记作', '关键', '机器', '贝叶斯', '事件', '数理统计', '发生', '先验概率', '关系', '概率论', '某种', '想起', '公式']"
1,4002,"['学习', '收购', 'Myrrix', 'Learning', 'derrick', 'Cloudera', '机器', 'Hadoop', 'cloudera', '计算', '来源', '作者', '共创', 'harris', '小时', 'big', 'learning', 'myrrix', 'Big', '进军']"
2,4003,"['公开课', '学习', 'machinelearning', '产业', '机器', 'http', '产物', '产品设计', '网易', 'html', 'special', '斯坦福大学', 'opencourse', 'com', '163']"
3,4004,"['学习', '采用', '机器', 'android', '项目', '联网', '未来', 'learning', '获取', '技术', '守护者', '本文', 'internet']"
4,4005,"['学习', 'com', '例子', 'y2012', '方法', '机器', 'http', '解释', '数据挖掘', '身边', 'zhizhihu', 'www', '博客', '挺不错', '小事', '东西', '本文']"
5,4006,"['学习', '延伸', '基础知识', '经典', '机器', '神经网络', '自然语言', '数学原理', '知其然', '计算机', '弄清楚', '退到', '知其所以然']"
6,4007,"['学习', 'antinucleon', 'edu', '资源', '机器', 'http', 'cm', 'jan', '社区', 'public', 'video', '水木', '发信站', '补充', '大全']"
7,4008,"['学习', 'linear', '新闻', '机器', '函数', '变量', '简要', 'variable', '内容', '疾病', 'learning', '算法']"
8,4009,"['学习', '授权', '转载', '知乎', '机器', '有没有', '社已', '高大', '公式', '算法', '回答', '一遍']"
9,4010,"['学习', '会根', '回归', '参数', '机器', '案例', '价格', '变量', '连续', 'x2', 'x1', '面积', '卧室', '表达式', '数量']"
10,4011,"['学习', '关键', '特征', '数字', '分类', '机器', '建立', '基础', '十进制', '工具', '术语', '无序', '自定义', '称为', '枚举', '第一章']"
11,4012,"['学习', '线性', '問題', '台大', 'L3', '分类', '机器', 'learning', 'protocol', 'structural', '数据', '类别', '學習', '输入']"
12,4013,"['学习', '交易', '机器', '目录', '交换', '交大', '产物', '交流活动', '原理', '编程', '交流平台', '实践', '交谈', '算法', '交流']"
13,4014,"['学习', '语言', '机器', '过程', '阶段', '语音', '数学原理', '绪论', '时间', '解决', '图像识别', '广告', '算法', 'python', '整体', 'java']"
14,4015,"['学习', '集成', '跨平台', '机器', '不划算', '上线', '生产', '一系列', 'PMML', '模型', '项目', '大动干戈', '修改', 'python', 'java']"
15,4016,"['学习', '产品', '科学', '机器', 'AI', '工具', '关系', '交互', '推动', '更多地', '计算机', '设计', '驾驶', '原则', '自动', '建议']"
16,4017,"['学习', '基石', '台大', '机器', 'why', '交流活动', '可行性', 'learn', 'can', '交流平台', '交谈', '笔记', '交大', 'machines', '交流']"
17,4018,"['学习', '不算', '机器', '理解', '基础', '课程', '瓶颈', '穷尽', '数学', '做法', '本次']"
18,4019,"['学习', '线性', '回归', 'linear', '分类', '机器', '基础', '互动', '预测', 'classification', '模型', '连续', 'regression', '简介', '离散']"
19,4020,"['学习', '修改', '机器', '信号', '标注', '关键词', '程序', '音频', '数据', '简介', '笔记', '灵活']"
20,4021,"['画图', '代码', '交流平台', '分析', '实战', '交易', 'kNN', '产业', '机器', '交换', '产品设计', '算法', '交流活动', '参照', '简单', '导入', '学习', '产品', '享受', '数据', '交谈', '交流']"
21,4022,"['学习', '步骤', '机器', '两个', '英语', '最难', '提供', 'matthew', '发表', 'mayo', '单词', '大神', 'python', '作者', '崩溃']"
22,4023,"['学习', '研究', '诊断', '机器', '决策树', '心电', 'tenserflow', '基础理论', '有个', '几篇', '后期', '学院', '把握', '后续', '优缺点']"
23,4024,"['兴起', '教程', '吴恩达', '交流平台', '人力资源', '好玩', 'Learning', '免费', '交易', '机器', '交换', '产物', '端到', '袋马', 'Yearning', 'Machine', '交流活动', '学院', '学习', '一份', '翻译', '新书', '交流']"
24,4025,"['学习', '手段', '研究', 'it', '智能', '机器', '思想', '接触', '常见', '感兴趣', '数据挖掘', '面试', '当作', '简单', '计算机', '水平', '笔记', '算法', '梳理']"
25,4026,"['学习', '几份', '方式', '机器', 'auc', '矩阵', '流程', '交叉', '数据', '目标', '正则', '解析', '过程']"
26,4027,"['学习', '延伸', '数据分析', '分类', '机器', '两个', '常见', '困惑', '内容', '以供', '参考', '本文', '热点', '一类']"
27,4028,"['接触', '面试', '当作', '地址', '梳理', '机器', '常见', 'http', 'cnblogs', '笔记', '算法', '前言', '研究', '思想', '数据挖掘', 'www', 'html', '简单', '学习', '岗位', '数据']"
28,4029,"['学习', '读者', '心中', '机器', '谈起', '好文', '强烈推荐', '疑惑', '联姻', '两张', '阅读', '图上', '回答', '下图', '这篇', '正题', '三人', '入门']"
29,4030,"['学习', '回归', '语言', '机器', '事物', '自学', '项目', '包括', '输出', '一种', '类别', '表现', '推断', '入门']"
30,4031,"['学习', '推荐', 'nsy', '机器', '挑选', '平均', '项目', '本文', 'mybridge', '出品', 'alphago', 'Github', 'thinker', 'star', '开源', '头条']"
31,4032,"['学习', '从零开始', '链接', '资源', '流行', '机器', '语言', '之心', '起步', 'aabbcc', '转载自', 'www', 'html', '一篇', '十四', 'com', 'Python']"
32,4033,"['学习', 'problem', 'linear', '方法', '机器', '讨论', '归一化', 'the', 'logistic', '数据', '逻辑']"
33,4034,"['学习', '延伸', '现实', '流行', '机器', '理解', '方法', '收集', '特定', '解决', '数据', '实践', '正确', '算法', '困难', '一遍']"
34,4035,"['学习', '实战', '体会', '手册', '机器', '基础', '一系列', '第四版', '所用', '中文版', '参考', 'learning', '博客', 'python']"
35,4036,"['学习', 'php', '深度', '机器', 'UFLDL', 'http', 'index', 'Tutorial', 'wiki', 'ufldl', '享受', '斯坦福大学', 'stanford', 'tutorial', 'edu']"
36,4037,"['学习', '距离', 'rho', 'lim', '方向', '机器', 'delta', 'pp', 'frac', '函数', '梯度', '两点', '如图', 'partial', 'rightarrow', '导数', '下降', '增量', '趋于']"
37,4038,"['学习', '用户', '工作', 'learning', '技巧', '机器', 'ux', 'jess', '中心', '主导', '涉及', '偏见', '策略', 'Google', '设计', '设计师', '七大', '情报部门', '意识']"
38,4039,"['学习', '分类器', '最常', '产业', '机器', '表达', '特征向量', '邮件', '垃圾邮件', '尺寸', '列表', '选择', '解决', '为例', '设计', '算法', '系统', '交叉学科']"
39,4040,"['学习', '产品', '理论', '备忘', '交易', '产业', '机器', '交换', '交流活动', '视频教程', '最新', '交流平台', '实践', '交谈', '龙星', '交流']"
40,4041,"['学习', '概念', '机器', '拆解', '计算', '带来', '故事', '时代', '分布式', '称为', '核心', '分配']"
41,4042,"['学习', '上方', '云报', '译文', '机器', '改变', '点击', '架构', '关注', '趋势', '层出不穷', '介绍', '领域', '三大', '中国', '技术', '游戏规则', '本文']"
42,4043,"['学习', '产品', '产业', '机器', '基础', '交流活动', '有用', '无序', '转换成', '产品设计', '交流平台', '数据', '何谓', '交谈', '信息', '交流']"
43,4044,"['学习', '人类', '分类', 'aws', '机器', '知识库', 's3', '聚类', 'ucl', '数据', '大小', '公开', 'edu']"
44,4045,"['学习', '深度', '机器', 'net', 'vs', 'http', '计算', '模式识别', 'csdn', '发表', 'www', '首页', 'article', '整理']"
45,4046,"['学习', '产品', '近邻', '龙星', '交易', '产业', '机器', 'knn', '交换', '交流活动', '产物', 'KNN', '交流平台', '交谈', '算法', '交流']"
46,4047,"['学习', 'standardscaler', '产品', '方法', '模块', '机器', 'preprocessing', '及类', 'train', '常见', '模型', '补充', '产品设计', 'labelencoder', '位置', '常用', 'sklearn', 'split', 'Python', 'test']"
47,4048,"['学习', '机器', '替换', 'TensorFlow', '意味着', '实用', '答案', '适合', '算法', '性能指标', 'Sklearn', '指南']"
48,4049,"['学习', '一步', '分类', '机器', '函数', '建模', '评估', '用法', '常用', '数据', 'sklearn', '本文']"
49,4050,"['学习', '产品', '交易', 'scikit', '产业', '机器', '交换', '交流活动', 'learn', '介绍', 'python', '交流平台', '交谈', '龙星', 'Scikit', 'Python', 'Learn', '交流']"
50,4051,"['学习', 'Stanford', 'Linear', '机器', '向量', '神经网络', '第一', '异常', 'one', 'variable', 'svm', 'vector', 'regression', 'logistic', 'with', '设计', 'learning', '栏目', 'Regression']"
51,4052,"['学习', '合适', '一览', '思路', '机器', '特征分析', '解决问题', '选择', '下手', '分析', '博客', '状态']"
52,4053,"['学习', 'SVD', 'singular', '特征', '方法', '机器', 'eigenvalue', '关系', '矩阵', '提取', 'evd', 'value', 'svd']"
53,4054,"['学习', '步骤', '格式', '应用程序', '方法', '机器', '爬虫', '开发', '网络', '提炼', '分析', '查看']"
54,4055,"['学习', '产品', 'DL', '交易', '产业', '机器', '基础', '交换', '交流活动', '产品设计', '享受', '数学', '交流平台', '交谈', '龙星', '索引', '交流']"
55,4056,"['学习', '手段', '研究', 'it', '智能', '机器', '思想', '接触', '常见', '感兴趣', '数据挖掘', '面试', '当作', '简单', '计算机', '水平', '笔记', '算法', '梳理']"
56,4057,"['学习', 'data', '详细', '知乎', 'learning', '机器', '本来', '数据挖掘', '有个', '博客', '说服力', '人工智能', '区别', 'mining', '几天', 'machine']"
57,4058,"['学习', '大白话', '好友', '高智能', '投缘', '机器', '指导', '智能', '模仿', '定义', '必经', '发言', '希望', '入门', '信息', '通俗易懂']"
58,4059,"['学习', '回归', '做出', '价格', '机器', '速成', '课程', '变量', '品种', '讲义', '音频', '含义', '未来', '剪辑']"
