,ids,kw
0,860001,"['net', 'http', 'com', 'computerworld', 'native', 'big', 'analysis', 'for', 'data', 'article', 'gets', 'tools', 'www', 'hadoop', 'csdn']"
1,860002,"['in', '701C', 'left', 'from', 'CodeForces', 'house', 'flats', 'pokemons', 'has', 'big', 'consists', 'right', 'found', 'is']"
2,860003,"['网上', '消息', 'webim', '博客', 'html', 'xmpp', 'com', '相关', '丢失', '转载自', '去年', '解决方案', '第三方', '写过', 'Tigase', '环信']"
3,860004,"['bayes', '简介', '一种', '此项', '研究', '文档', '真的', '此待', '是因为', 'mahout', '贝叶斯', '算法', 'hadoop', '数据']"
4,860005,"['取法', 'POJ3320', 'final', 'spent', 'it', 'wooed', 'lots', 'coming', 'recently', 'girl', 'little', 'is', 'yet', 'the', 'problem']"
5,860006,"['path', 'prepare', 'jvm', '环境', 'env', 'openjdk', 'lib', 'yum', 'echo', 'java', 'usr', 'devel', 'java1', '编译', 'Tigase', 'install', 'function']"
6,860007,"['强大', '介绍', '功能', '学习', '研究', 'matplotlib', '开发', '软件', '编程语言', 'scipy', '机器', '商业', '经典', '开源']"
7,860008,"['结束符', '输出', 'xx', '样例', 'sqrt', '平方根', 'eof', 'int', '设计', '每组', '函数', '格式', '一行']"
8,860009,"['修改', 'ast', 'dump', 'display', 'logger', '文件名', 'log', 'org', 'collecting', 'Asterisk', 'conf', '增加', '一行', 'information', 'logfiles', '参见']"
9,860010,"['vortual', 's3', '余弦', 'volatile', 'html', 'http', 'index', 'qqqun', 'com', 'volume', '文章', '查询', '资料', 'www', 'amazonaws', 'https', 'zhaokaifang']"
10,860011,"['namespace', '取法', 'cstring', 'http', 'using', 'maxn', 'std', 'cstdio', 'poj', 'id', 'int', 'org', 'const', 'iostream', 'POJ', 'include', 'problem']"
11,860012,"['asterisk', '配置', 'detail', '修改', '脚本', 'record', '和表', '版本', '相关', '打开', 'etc', '响应', 'dall', 'CDR', '数据库', '创建']"
12,860013,"['电子书', '偏贵', '支持', '价格', 'visual', '支付', 'com', 'packtpub', '信用卡', 'vip', 'vmstat', 'vmware', 'vmlog', '资料', 'www', 'vim1', '网站']"
13,860014,"['vortual', 'volatile', 'queue', 'cstring', 'http', 'poj', 'cstdio', 'id', 'volume', 'org', 'vector', 'iostream', 'POJ', 'include', 'problem']"
14,860015,"['查资料', '拨号', 'context', '修改', '类似', '规则', '详解', '计划', 'inc', '匹配', 'sip', '优先级', 'Asterisk', '用软', '正则表达式', '添加', 'include']"
15,860016,"['进度', 'workid', '书面', '成功', '学习', 'worklist', '计划', '互动', 'php', 'mod', 'mahout', 'stuid', 'myclassnew', 'www', '90']"
16,860017,"['高等', 'description', 'books', 'http', 'amazon', 'product', 'utf8', '薛定宇', '书籍', 'proddesc', 'matlab', '数学', '求解', '计算机', '算法', 'b00g648i7g', 'www']"
17,860018,"['关系', '前序', '后序', 'using', '中序', 'cstdio', '搞清楚', '建树', '再右', '历来', '先建']"
18,860019,"['实时', 'pwd', '监控', 'rsa', 'bin', '用于', '更新', 'opt', 'id', '同步', '机器', 'bash', 'shell', '服务器', '文件']"
19,860020,"['HDFS', '专用', 'irect', 'HADOOP', 'ODCH', 'racle', 'html', '连接器', 'SQL', 'shtml', 'ORACLE', 'direct', 'connector', '解决方案', 'note', 'for', '连接', '有个', 'hadoop']"
20,860021,"['provide', 'over', 'by', 'rtsp', 'nature', 'unl', 'normally', 'provides', 'RTP', 'RTSP', 'TCP', 'for', 'capability', 'choice']"
21,860022,"['效果', '动画', '实用', 'jianshu', 'd999f090d333', 'http', 'css3', '曲线', 'animation', '贝塞尔', '前言', 'com', 'bezier', '原文', 'transition', 'cubic', 'CSS', 'www', 'function']"
22,860023,"['Applier', '实时', 'Hadoop', '多个', '复制', 'MySQL', 'applier', '团队', '局限', '最新', '平台', '事件', '操作', '数据库', '数据', '推出']"
23,860024,"['配置', 'detail', 'net', 'blog', 'http', '参考', '驱动', '下载', 'download', 'qt', 'mysql', '安装', '文章', 'hongwazi', '地址', 'Qt4.8', 'win32', 'csdn']"
24,860025,"['vortual', 'Sorting', 'contests', 'queue', 'include', 'cn', 'void', 'cstdio', 'patest', 'practise', 'volume', 'algorithm', 'java', 'List', 'iostream', 'www', 'https', 'pat']"
25,860026,"['介绍', '一端', '数据结构', '堆栈', '火车车厢', '语言', 'last', '描述', 'fir', '重排', 'C++', '算法', 'in', '解决']"
26,860027,"['漫谈', 'anti', '机器人', 'talking', 'volatile', 'void', 'behavior', 'http', 'cn', 'robot', 'system', 'com', 'presentations', 'infoq', 'about', 'vmstat', 'www', '系统']"
27,860028,"['设计模式', 'list', 'void', 'class', 'util', '模式', '结构', 'abstract', 'visitor', 'java', 'concrete', 'arraylist', 'import', '访问者', 'visitconcreteelementa']"
